Latitude,Longitude,Depth,Datetime,Surf_DH
83.776,124.44,4.3491689453125,2008-12-17,0.17798
83.779,124.479,4.34749169921875,2008-12-17,0.18129
83.806,124.613,4.35828271484375,2008-12-18,0.17682
83.845,124.445,4.36811376953125,2008-12-19,0.17561
83.841,124.34,4.36294482421875,2008-12-19,0.17975
83.721,123.533,4.2855205078125,2008-12-20,0.17632
83.687,123.306,4.26438818359375,2008-12-20,0.178
83.67,123.032,4.25414111328125,2008-12-21,0.17093
83.669,123.01,4.25394677734375,2008-12-21,0.17584
83.67,122.98,4.25372265625,2008-12-22,0.17539
83.686,122.964,4.2551533203125,2008-12-23,0.17201
83.69,122.94,4.25610400390625,2008-12-23,0.17459
83.706,122.814,4.2537607421875,2008-12-24,0.17498
83.706,122.71,4.25072705078125,2008-12-25,0.17085
83.705,122.74,4.25174267578125,2008-12-25,0.17356
83.695,123.23,4.26528759765625,2008-12-26,0.17247
83.689,123.551,4.2763876953125,2008-12-26,0.17376
83.664,124.332,4.30373876953125,2008-12-27,0.17526
83.709,124.983,4.35813134765625,2008-12-28,0.17861
83.728,125.039,4.33755517578125,2008-12-28,0.18144
83.794,125.137,4.2112421875,2008-12-29,0.17946
83.825,125.157,4.1930185546875,2008-12-29,0.18088
83.907,125.209,4.29137060546875,2008-12-30,0.17661
83.935,125.188,4.2532724609375,2008-12-30,0.18108
84.016,125.071,4.24637109375,2008-12-31,0.17936
84.071,124.973,4.26636767578125,2008-01-01,0.17885
84.079,124.886,4.322283203125,2008-01-01,0.18259
80.119,141.504,1.6681021728515626,2008-09-12,0.20139
80.12,141.503,1.6681021728515626,2008-09-12,0.20466
80.123,141.552,1.6853623046875,2008-09-13,0.20205
80.126,141.513,1.6863477783203125,2008-09-13,0.20566
80.144,141.391,1.7325941162109375,2008-09-14,0.20213
80.159,141.097,1.72797998046875,2008-09-14,0.20572
80.222,140.908,1.609593017578125,2008-09-15,0.19897
80.224,140.826,1.62197021484375,2008-09-15,0.20175
80.288,140.827,1.5831854248046875,2008-09-16,0.19984
80.306,140.848,1.6091864013671875,2008-09-16,0.20563
80.357,140.691,1.5232152099609375,2008-09-17,0.20126
